"student_id" "female" "nonwhite" "rep" "mun_school" "math_prof" "math" "math_bl1" "math_bl2" "lp_prof" "lp" "lp_bl1" "lp_bl2"
"5283" 692362 1 0 1 0 -0.422681 12 5 7 0.038603 17 9 8
"5284" 692363 0 0 0 0 0.762736 18 10 8 1.126244 22 12 10
"5285" 692364 1 1 0 0 0.767566 21 11 10 1.614555 24 11 13
"5286" 692365 1 1 0 0 0.628201 19 9 10 -0.278876 14 7 7
"5287" 1395042 0 1 1 0 -0.749708 10 7 3 -0.397017 16 9 7
"5288" 1395043 1 1 0 0 -0.612768 13 7 6 0.171651 18 11 7
"5289" 1395044 0 0 0 0 0.757548 21 10 11 -0.101242 15 9 6
"5290" 1395045 0 1 0 0 -0.026173 17 8 9 -0.013371 16 9 7
"5291" 1395046 1 1 0 0 -0.649645 9 5 4 0.018066 17 11 6
"5292" 2097927 1 0 0 0 -0.491315 13 6 7 -0.637131 12 6 6
"5293" 2097928 0 1 0 0 -0.125479 15 5 10 -0.698217 13 6 7
"5294" 2097929 1 0 0 0 0.185779 17 12 5 -1.028167 11 8 3
"5295" 2097930 1 1 0 0 -0.177647 13 5 8 1.165101 23 12 11
"5296" 2799936 1 1 1 0 0.942735 18 9 9 1.691856 24 12 12
"5297" 2799937 1 1 0 0 0.223692 17 9 8 -0.548848 13 7 6
"5298" 2799938 1 1 0 0 0.787174 20 11 9 1.05948 22 13 9
"5299" 3502372 1 0 0 0 -0.478883 11 6 5 -0.362765 14 6 8
"5300" 3502373 0 0 0 0 0.302652 14 5 9 0.12546 17 8 9
"5301" 3502374 1 0 0 0 0.407367 18 8 10 0.46807 17 8 9
"5302" 3502375 1 1 0 0 -0.376037 14 6 8 -0.699517 10 7 3
"5303" 4203799 1 1 0 0 0.944445 18 9 9 0.788914 21 11 10
"5304" 4203801 0 1 0 0 -0.822546 6 2 4 -0.608725 12 6 6
"5305" 4203802 1 0 0 0 1.028149 22 12 10 1.29277 23 12 11
"5306" 4906237 0 1 0 0 1.514004 24 11 13 0.679472 20 9 11
"5307" 4906238 0 1 0 0 -0.498103 13 5 8 0.251407 16 8 8
"5308" 5607137 0 1 1 0 -1.660255 6 3 3 -1.753862 7 3 4
"5309" 5607138 0 0 0 0 0.126083 15 6 9 0.661795 21 11 10
"5310" 5607139 1 0 0 0 0.494894 19 8 11 0.821142 20 12 8
"5311" 5607141 0 0 0 0 1.116042 21 9 12 1.090395 24 12 12
"5312" 5607142 1 1 0 0 0.553254 16 7 9 1.251934 22 11 11
"5313" 184411 1 0 1 1 -1.816187 7 3 4 -1.373866 9 5 4
"5314" 184412 0 1 1 1 0.180582 17 8 9 -0.41435 12 6 6
"5315" 887699 0 0 0 1 -0.264123 11 5 6 -0.767256 10 6 4
"5316" 887700 1 1 1 1 0.119134 16 8 8 -0.402443 10 5 5
"5317" 887701 1 0 1 1 -0.712025 8 5 3 -1.428805 9 3 6
"5318" 2293305 0 1 0 1 0.336283 16 10 6 -0.483864 14 7 7
"5319" 2293306 1 0 0 1 -0.999335 9 6 3 -0.290616 12 4 8
"5320" 2293307 0 1 0 1 -0.178364 14 6 8 0.141219 16 6 10
"5321" 2293308 0 0 0 1 0.73216 20 9 11 -0.123729 16 9 7
"5322" 2293309 1 1 1 1 -0.496175 12 6 6 -1.468663 6 2 4
"5323" 2995044 1 1 0 1 0.290257 18 10 8 -0.701992 11 5 6
"5324" 3697524 0 1 1 1 0.865181 19 8 11 1.018424 22 11 11
"5325" 4399163 0 0 0 1 -0.288632 13 8 5 -0.682128 10 6 4
"5326" 5101842 1 0 0 1 0.119077 16 9 7 0.705944 18 10 8
"5327" 5101843 1 0 0 1 1.471657 23 12 11 1.622414 23 12 11
"5328" 5101844 1 0 0 1 -0.210135 13 6 7 0.213684 18 9 9
"5329" 5101845 0 1 1 1 -0.58829 10 6 4 -0.672105 13 7 6
"5330" 424229 0 0 0 1 0.757918 20 9 11 0.648219 18 10 8
"5331" 424232 0 0 0 1 0.765518 21 10 11 0.126754 15 8 7
"5332" 424233 1 1 0 1 -0.063457 13 6 7 -1.297809 7 3 4
"5333" 424234 1 0 1 1 -0.503866 10 7 3 -0.833765 12 6 6
"5334" 1127366 0 1 0 1 0.817447 20 12 8 0.800627 19 9 10
"5335" 1127367 0 1 0 1 0.533837 15 7 8 0.113131 17 7 10
"5336" 1830278 0 1 0 1 0.765035 20 8 12 2.01135 25 13 12
"5337" 1830279 0 0 0 1 0.174921 16 9 7 -0.109193 15 6 9
"5338" 3234766 0 0 1 1 -0.957581 8 4 4 -0.321023 16 9 7
"5339" 3936729 1 0 0 1 -0.272566 14 6 8 0.064883 16 8 8
"5340" 3936730 0 0 0 1 -0.93377 9 5 4 -0.53294 12 7 5
"5341" 3936731 1 1 0 1 0.808666 18 11 7 2.255712 26 13 13
"5342" 4638680 1 1 0 1 -1.403663 4 2 2 -1.707407 7 3 4
"5343" 4638681 1 0 1 1 0.449484 18 11 7 0.101974 17 7 10
"5344" 4638683 1 0 1 1 0.312718 17 8 9 0.298383 18 12 6
"5345" 5340424 0 0 0 1 0.23223 17 9 8 1.215289 21 11 10
"5346" 5340425 0 1 1 1 0.058327 15 8 7 0.315842 18 8 10
"5347" 508491 1 1 0 1 -0.439619 12 6 6 -0.007089 16 10 6
"5348" 508492 1 1 0 1 -0.618354 10 4 6 0.395491 17 9 8
"5349" 1914810 0 1 0 1 -0.042081 14 7 7 -0.492885 15 7 8
"5350" 1914811 1 0 0 1 2.091537 25 13 12 1.297407 24 13 11
"5351" 3319377 1 0 0 1 -1.141407 10 7 3 -0.920072 11 5 6
"5352" 3319380 1 0 1 1 -0.203375 12 6 6 0.625324 20 11 9
"5353" 4723714 1 0 0 1 0.25553 18 10 8 0.568455 20 9 11
"5354" 4723716 0 1 0 1 0.863192 20 11 9 0.214077 16 7 9
"5355" 4723717 1 0 0 1 1.557917 23 12 11 1.192066 23 11 12
"5356" 4723720 1 0 0 1 -0.103137 14 7 7 0.431905 18 10 8
"5357" 5424351 0 0 0 1 0.874864 19 10 9 0.240072 17 10 7
"5358" 723601 1 0 0 1 0.601239 16 9 7 0.576857 19 11 8
"5359" 723603 1 0 0 1 -0.409702 13 5 8 -0.663904 11 7 4
"5360" 723604 1 0 0 1 -1.169981 12 4 8 -1.463185 10 4 6
"5361" 723605 0 0 0 1 -0.214682 12 4 8 -0.462538 12 6 6
"5362" 2128976 1 1 0 1 -0.311085 12 5 7 0.623229 20 12 8
"5363" 2128977 0 1 0 1 0.415514 18 9 9 -0.637157 14 5 9
"5364" 2128978 1 0 0 1 0.971965 20 10 10 1.565016 23 12 11
"5365" 2128979 1 0 1 1 -0.586399 9 2 7 0.523741 21 9 12
"5366" 2128980 1 0 0 1 -0.495006 10 4 6 0.692299 20 11 9
"5367" 2831039 0 0 0 1 1.973108 24 12 12 0.48291 17 7 10
"5368" 2831040 0 0 1 1 -1.945147 6 3 3 -1.340289 8 5 3
"5369" 2831041 1 1 0 1 -0.224226 12 7 5 -0.458108 14 6 8
"5370" 2831042 1 0 0 1 0.415754 15 7 8 0.799166 21 10 11
"5371" 2831043 1 0 0 1 1.136699 21 11 10 1.53671 24 12 12
"5372" 2831044 1 1 0 1 0.055271 17 9 8 -0.42657 13 7 6
"5373" 2831045 0 1 0 1 1.092419 21 11 10 0.439597 17 9 8
"5374" 3533438 0 1 1 1 -0.397514 8 4 4 0.070903 17 7 10
"5375" 4234841 0 1 0 1 0.276687 18 7 11 -0.125245 15 8 7
"5376" 4234842 1 0 0 1 0.120097 15 8 7 0.022629 18 9 9
"5377" 4234843 0 0 0 1 1.32067 23 13 10 0.949903 20 9 11
"5378" 4937426 1 0 0 1 0.056221 16 9 7 0.688707 18 9 9
"5379" 4937428 0 1 1 1 0.363916 17 8 9 -0.532526 14 7 7
"5380" 4937429 1 1 0 1 0.24618 18 9 9 0.405048 16 8 8
"5381" 370539 0 0 0 1 0.189096 15 7 8 0.003431 17 9 8
"5382" 370540 1 0 0 1 0.830401 18 9 9 0.750305 19 8 11
"5383" 1073764 1 1 0 1 0.054145 14 6 8 0.344101 19 11 8
"5384" 1073765 1 0 0 1 0.50737 19 9 10 1.414451 23 13 10
"5385" 1073766 0 0 0 1 0.302441 16 8 8 -0.701065 11 7 4
"5386" 1776753 1 0 1 1 0.509896 18 10 8 -0.251041 12 6 6
"5387" 2478467 1 1 0 1 -0.825804 12 8 4 0.090883 18 11 7
"5388" 3180805 1 1 0 1 1.291211 20 10 10 0.770601 19 12 7
"5389" 3180810 1 0 0 1 0.210463 16 10 6 1.118214 20 10 10
"5390" 3180811 1 1 0 1 0.404902 16 7 9 0.073689 16 8 8
"5391" 3883181 1 0 0 1 0.482993 19 9 10 0.571263 20 9 11
"5392" 3883182 1 0 1 1 -0.828377 9 5 4 -0.21053 14 6 8
"5393" 3883184 1 1 0 1 -0.48702 10 6 4 -0.06587 17 8 9
"5394" 5287300 0 1 0 1 0.734247 17 9 8 0.508151 18 9 9
"5395" 5287301 0 0 0 1 0.490441 19 11 8 0.160064 17 9 8
"5396" 123584 0 1 1 1 0.200789 17 8 9 -0.532994 13 3 10
"5397" 123585 0 1 1 1 -0.803813 10 4 6 -0.649851 12 6 6
"5398" 123586 1 0 1 1 -0.599613 7 4 3 -0.465037 13 8 5
"5399" 826694 0 1 1 1 -0.216054 13 6 7 -0.164942 13 7 6
"5400" 1529741 0 1 0 1 0.496603 19 9 10 -0.270579 14 6 8
"5401" 1529742 1 0 0 1 0.751018 20 10 10 1.198059 21 11 10
"5402" 1529743 1 1 1 1 0.556434 19 8 11 -0.326708 15 6 9
"5403" 2231850 0 1 1 1 -1.852489 6 4 2 -0.897971 11 6 5
"5404" 2934024 1 1 1 1 -0.350048 10 7 3 -0.015392 17 8 9
"5405" 2934025 0 0 0 1 -0.997653 6 4 2 -1.700673 6 3 3
"5406" 2934026 0 0 1 1 0.614122 16 9 7 0.540072 19 9 10
"5407" 3636695 0 0 0 1 0.375781 19 9 10 0.824193 21 12 9
"5408" 3636696 0 1 0 1 0.521128 20 10 10 -0.649848 12 6 6
"5409" 4338336 1 1 0 1 -0.880813 10 3 7 -0.840618 13 5 8
"5410" 4338339 0 1 0 1 1.16385 23 12 11 0.193706 14 6 8
"5411" 4338340 1 0 0 1 -0.701237 12 5 7 -1.3 8 3 5
"5412" 5040600 0 1 0 1 -1.194152 7 4 3 -0.670416 12 5 7
"5413" 359604 1 1 0 1 0.795079 19 12 7 0.065718 15 10 5
"5414" 359605 0 1 0 1 -0.364706 13 8 5 -0.057466 16 7 9
"5415" 359606 1 0 0 1 -1.020723 10 5 5 -0.627287 11 6 5
"5416" 1062984 1 0 0 1 0.341682 14 5 9 0.489739 17 8 9
"5417" 1062985 0 0 1 1 0.365195 18 10 8 -1.112511 11 4 7
"5418" 1062987 1 0 0 1 0.683242 19 11 8 0.399209 18 8 10
"5419" 1062988 1 1 0 1 0.220991 16 6 10 0.127926 18 8 10
"5420" 1765931 1 0 0 1 -1.034903 7 3 4 0.044649 17 10 7
"5421" 1765932 0 0 0 1 0.375236 13 6 7 -0.077263 16 8 8
"5422" 1765933 0 1 0 1 -0.965604 9 5 4 -1.148865 10 5 5
"5423" 2467787 0 0 1 1 -0.406035 13 8 5 -0.959612 9 2 7
"5424" 2467789 0 0 0 1 0.149033 14 4 10 -0.993668 11 3 8
"5425" 2467790 0 1 0 1 -0.566684 12 7 5 -0.415602 13 7 6
"5426" 2467791 0 0 1 1 0.08987 17 8 9 0.612179 18 9 9
"5427" 3872493 0 1 0 1 -0.751217 10 6 4 0.913204 21 10 11
"5428" 4573945 1 1 0 1 -0.309295 15 6 9 -0.480255 12 5 7
"5429" 4573947 0 1 0 1 -0.325095 15 5 10 -0.342081 15 9 6
"5430" 5276477 1 0 0 1 -0.305464 12 9 3 -0.029947 15 5 10
"5431" 5276479 0 1 0 1 -1.237038 9 5 4 -0.591398 9 5 4
"5432" 655116 0 1 1 1 -0.874316 12 7 5 -1.177215 9 5 4
"5433" 655117 0 0 0 1 0.788559 17 9 8 1.433648 23 11 12
"5434" 655118 1 1 1 1 -0.813675 8 4 4 -1.107841 9 5 4
"5435" 1357847 1 0 1 1 0.010217 16 6 10 0.276644 17 8 9
"5436" 1357848 1 1 0 1 -0.970596 10 5 5 -1.320195 7 5 2
"5437" 1357849 1 1 0 1 -0.932548 10 4 6 -1.343511 11 8 3
"5438" 2060786 0 1 0 1 -0.599949 11 5 6 -0.130551 14 7 7
"5439" 2060787 0 1 0 1 -1.583238 8 3 5 -1.840465 5 2 3
"5440" 2060788 0 1 0 1 0.520135 17 8 9 0.750771 18 9 9
"5441" 2060789 1 1 0 1 0.890132 20 10 10 1.236799 22 11 11
"5442" 2763078 0 1 1 1 0.456175 19 9 10 0.515756 19 10 9
"5443" 2763079 1 1 0 1 -0.66087 10 3 7 -0.853614 10 5 5
"5444" 2763080 0 1 0 1 0.670775 17 6 11 0.972394 20 8 12
"5445" 3465788 0 0 1 1 0.082013 13 8 5 0.024039 16 7 9
"5446" 3465789 0 1 0 1 -0.704623 11 8 3 -1.039651 12 9 3
"5447" 3465790 0 0 0 1 0.632915 18 9 9 0.936363 22 10 12
"5448" 4166818 0 1 0 1 -0.147325 15 8 7 -1.112839 9 5 4
"5449" 4869398 0 1 1 1 -1.219028 9 6 3 -0.097874 17 8 9
"5450" 5570005 0 0 0 1 0.623722 18 11 7 0.975971 21 9 12
"5451" 2884 1 1 1 1 -0.508004 11 6 5 -0.823914 12 7 5
"5452" 706042 0 1 0 1 -0.193468 13 7 6 -0.25676 13 9 4
"5453" 706043 0 0 0 1 0.75055 20 8 12 0.696999 21 10 11
"5454" 1408723 1 1 0 1 -0.453907 11 6 5 -0.407522 12 6 6
"5455" 1408724 0 1 1 1 -1.80657 7 2 5 -1.829845 6 3 3
"5456" 2111644 0 1 0 1 -0.620709 12 6 6 -0.706469 12 7 5
"5457" 2813502 0 0 1 1 0.656176 20 10 10 -0.353562 15 7 8
"5458" 3515930 1 1 0 1 0.212126 15 7 8 0.951001 20 10 10
"5459" 3515931 0 1 0 1 -0.242485 12 6 6 -2.060267 4 2 2
"5460" 4217432 0 1 0 1 0.596641 20 12 8 0.567597 20 11 9
"5461" 4217433 0 1 0 1 -1.25908 5 3 2 -0.300073 14 7 7
"5462" 4217434 0 0 0 1 -0.105878 14 6 8 -0.990222 10 7 3
"5463" 4217436 1 1 0 1 -1.010732 8 4 4 -1.064384 10 8 2
"5464" 4919900 1 1 1 1 -1.377095 8 4 4 -1.014411 7 3 4
"5465" 4919901 0 0 0 1 1.643101 24 13 11 0.280151 18 8 10
"5466" 4919902 1 0 0 1 -0.375906 12 7 5 0.039586 16 6 10
"5467" 4919904 1 0 0 1 1.136361 22 12 10 1.766351 24 12 12
"5468" 107840 0 1 1 1 -2.008378 5 3 2 -1.890246 4 1 3
"5469" 107841 1 0 0 1 -0.596 11 8 3 -1.950522 5 2 3
"5470" 810951 1 1 0 1 0.379612 16 8 8 -0.120163 13 5 8
"5471" 810952 0 0 0 1 0.289712 16 9 7 -1.115788 9 7 2
"5472" 810953 1 1 0 1 -1.299426 6 4 2 -0.697338 12 7 5
"5473" 810954 1 0 0 1 -1.503733 6 4 2 -0.068773 14 8 6
"5474" 810955 1 1 0 1 -0.216014 15 10 5 0.391247 18 7 11
"5475" 810956 1 1 0 1 -1.435209 9 5 4 -0.155885 14 8 6
"5476" 1513971 0 1 1 1 -1.420843 7 4 3 -1.429283 7 4 3
"5477" 1513972 0 0 0 1 -0.459029 14 9 5 -1.967436 7 5 2
"5478" 2216406 1 1 1 1 -0.88262 9 5 4 -1.317591 8 5 3
"5479" 2918352 0 1 0 1 0.776509 18 8 10 1.162469 23 11 12
"5480" 3621095 0 0 0 1 1.181168 23 11 12 1.025777 23 12 11
"5481" 3621096 1 1 0 1 -1.272483 8 4 4 0.087172 18 11 7
"5482" 3621097 0 0 0 1 0.012732 15 9 6 -0.534946 13 8 5
"5483" 3621098 1 0 1 1 -0.304311 16 8 8 -1.382048 10 7 3
"5484" 4322587 0 0 0 1 -0.054863 14 5 9 -1.001378 10 5 5
"5485" 4322588 0 0 0 1 0.283118 17 9 8 0.750841 21 10 11
"5486" 4322589 0 1 1 1 0.035181 17 7 10 -0.647166 11 4 7
"5487" 5024827 0 1 1 1 -1.933378 3 1 2 -1.830154 8 4 4
"5488" 5024828 1 1 0 1 0.910985 20 10 10 -0.124778 15 7 8
"5489" 491809 1 1 0 1 0.868299 19 9 10 1.031219 21 10 11
"5490" 1194893 1 1 0 1 -0.490362 13 7 6 0.080107 17 11 6
"5491" 1897993 0 0 0 1 1.101334 19 11 8 0.378105 19 8 11
"5492" 1897994 1 1 0 1 -0.851911 10 4 6 -0.885967 10 6 4
"5493" 1897995 0 1 0 1 -0.959927 10 6 4 0.122423 18 9 9
"5494" 1897996 1 1 0 1 -1.359307 6 1 5 -0.622262 13 6 7
"5495" 2600322 1 0 0 1 -0.114697 15 7 8 -0.233041 15 9 6
"5496" 2600324 1 0 1 1 -0.500739 10 5 5 -0.058896 14 7 7
"5497" 3302677 1 1 0 1 1.095911 22 12 10 -0.455393 13 9 4
"5498" 4004265 1 0 1 1 -0.352709 14 6 8 -0.331743 13 4 9
"5499" 4004266 0 1 1 1 -1.15056 8 3 5 -1.697255 7 5 2
"5500" 4004267 0 0 0 1 -0.252331 13 8 5 -1.386703 7 7 0
"5501" 4004268 0 1 0 1 -1.103124 7 3 4 -0.200157 17 7 10
"5502" 4706905 0 1 0 1 -0.337669 12 6 6 -1.260337 9 2 7
"5503" 4706906 1 0 0 1 0.993942 20 10 10 1.229787 22 11 11
"5504" 4706908 1 0 0 1 0.857126 20 10 10 0.21807 15 6 9
"5505" 5407723 0 1 0 1 -1.030073 8 4 4 -1.050804 9 6 3
"5506" 5407724 0 0 0 1 -2.313449 2 1 1 -1.019182 10 7 3
"5507" 5407725 0 0 0 1 -0.875576 8 3 5 -1.249543 7 6 1
"5508" 5407726 0 0 1 1 -0.880595 7 3 4 -1.542748 5 3 2
"5509" 64820 0 0 1 1 1.249681 23 11 12 1.079303 22 11 11
"5510" 64821 0 0 0 1 -0.625537 10 5 5 -1.217687 7 3 4
"5511" 64822 1 1 0 1 0.581539 16 10 6 0.357953 17 7 10
"5512" 767989 1 1 0 1 -0.060621 12 7 5 1.05423 22 11 11
"5513" 767990 1 1 0 1 0.055605 15 7 8 0.54074 19 11 8
"5514" 767991 0 0 0 1 0.90437 19 10 9 -0.075387 17 7 10
"5515" 767992 1 0 0 1 0.531266 18 7 11 0.483279 19 8 11
"5516" 1470619 0 0 0 1 -0.000799 15 7 8 -0.684459 13 7 6
"5517" 1470620 0 0 0 1 1.215858 21 11 10 0.645972 20 11 9
"5518" 2173146 0 1 0 1 -0.086388 15 7 8 -0.048811 17 7 10
"5519" 2875523 1 0 0 1 -0.254874 14 8 6 1.193218 21 10 11
"5520" 2875524 0 0 0 1 0.678798 18 9 9 0.574447 19 8 11
"5521" 2875525 1 0 1 1 -0.163335 15 9 6 0.872169 22 12 10
"5522" 2875526 0 1 0 1 0.029591 16 9 7 -0.762174 10 5 5
"5523" 2875527 1 1 0 1 0.223293 15 9 6 -0.018962 16 9 7
"5524" 2875528 1 0 1 1 -0.263417 13 7 6 -1.152459 9 4 5
"5525" 2875529 1 1 0 1 -0.212883 14 7 7 0.112615 17 9 8
"5526" 140151 0 1 0 1 0.200277 16 11 5 -0.411823 12 6 6
"5527" 140152 1 0 0 1 0.136877 15 7 8 0.687987 20 9 11
"5528" 140153 0 0 0 1 0.004712 14 7 7 0.250121 17 9 8
"5529" 140154 1 0 0 1 -0.014607 15 7 8 -0.478866 14 6 8
"5530" 843488 1 1 1 1 0.281443 17 9 8 -0.442652 12 5 7
"5531" 843489 1 1 0 1 -0.567569 10 4 6 -0.546438 12 7 5
"5532" 1546827 1 1 0 1 -0.569502 10 5 5 -0.095872 15 7 8
"5533" 1546828 0 1 0 1 -0.500008 11 6 5 -0.253206 15 8 7
"5534" 1546829 1 0 0 1 0.718595 20 7 13 0.288593 16 7 9
"5535" 1546830 1 1 0 1 -0.508724 12 5 7 0.089605 17 8 9
"5536" 2248672 1 0 0 1 0.199628 15 6 9 0.37122 18 8 10
"5537" 2248674 0 1 1 1 0.273316 15 7 8 -0.115512 14 7 7
"5538" 2950934 0 1 0 1 -0.628542 11 4 7 0.112594 15 9 6
"5539" 2950935 0 0 1 1 -0.410003 13 5 8 0.049139 15 8 7
"5540" 3653339 1 1 0 1 0.923437 21 10 11 0.68294 18 11 7
"5541" 3653340 1 0 0 1 0.3079 16 10 6 0.797082 20 10 10
"5542" 3653341 0 1 0 1 0.588075 17 9 8 -0.775615 10 5 5
"5543" 3653342 0 1 0 1 -1.328559 9 6 3 -0.238489 14 9 5
"5544" 4354885 0 0 0 1 0.621518 17 9 8 1.065401 22 9 13
"5545" 4354886 0 1 0 1 0.212467 16 8 8 0.627251 19 9 10
"5546" 5057494 0 1 1 1 -0.322478 15 5 10 -1.101713 9 3 6
"5547" 5057495 0 0 0 1 -0.208882 12 5 7 -0.671122 10 3 7
"5548" 5057499 0 1 0 1 0.080091 14 7 7 -0.436708 11 5 6
"5549" 151892 1 1 0 1 -0.304541 12 6 6 -0.287049 13 8 5
"5550" 151893 1 0 0 1 0.32841 17 10 7 1.032653 22 12 10
"5551" 151894 1 0 0 1 0.899449 20 9 11 0.149157 18 7 11
"5552" 854849 0 1 0 1 -0.187978 12 7 5 -1.838028 5 4 1
"5553" 854850 0 1 1 1 -0.809891 9 6 3 -1.842201 4 2 2
"5554" 854851 0 1 0 1 1.106697 20 10 10 1.12546 22 11 11
"5555" 1558354 0 1 1 1 -0.86223 9 4 5 -0.959686 12 7 5
"5556" 2260216 0 0 0 1 0.26551 16 10 6 0.652877 20 9 11
"5557" 2260217 1 0 0 1 0.8761 18 9 9 0.55375 20 10 10
"5558" 2260219 1 0 0 1 0.017181 14 5 9 0.318027 18 8 10
"5559" 2962339 0 1 0 1 2.015718 25 12 13 1.652584 24 13 11
"5560" 2962341 0 1 0 1 -0.277916 14 6 8 -1.636804 9 4 5
"5561" 2962342 0 1 0 1 -0.223097 14 6 8 -0.172571 14 7 7
"5562" 2962343 0 1 0 1 0.066939 17 9 8 -0.943559 9 4 5
"5563" 3664886 0 1 1 1 0.768982 18 9 9 0.201324 17 8 9
"5564" 3664887 1 1 0 1 -0.475616 12 9 3 -0.840793 12 7 5
"5565" 3664888 0 0 0 1 0.504106 15 10 5 -0.433063 15 8 7
"5566" 3664889 1 1 0 1 0.017113 14 8 6 0.549884 19 11 8
"5567" 4366266 0 1 0 1 -0.000342 16 9 7 -0.204532 15 6 9
"5568" 4366267 1 1 0 1 -0.081191 15 7 8 0.099398 16 9 7
"5569" 4366268 0 1 0 1 1.059074 19 9 10 0.597783 20 9 11
"5570" 5068960 1 1 0 1 -0.149583 14 5 9 -0.011489 14 7 7
"5571" 5068961 0 0 0 1 0.04177 13 6 7 -0.569568 12 6 6
"5572" 5068962 0 1 0 1 -0.597805 10 8 2 -1.391613 10 5 5
"5573" 5068964 1 0 0 1 0.066565 17 7 10 -0.058964 16 8 8
"5574" 5068965 0 0 0 1 0.001674 12 8 4 -0.318937 13 6 7
"5575" 5068966 1 0 0 1 0.741875 19 9 10 0.717548 21 12 9
"5576" 222461 0 1 1 1 -0.088522 12 6 6 -0.749777 11 5 6
"5577" 222462 1 0 1 1 -0.999826 11 5 6 -0.76239 10 3 7
"5578" 926100 1 1 0 1 -1.179024 7 3 4 -1.009362 8 6 2
"5579" 926103 0 1 0 1 0.927343 20 10 10 0.138242 16 8 8
"5580" 926104 0 0 0 1 0.906372 19 11 8 0.478118 19 10 9
"5581" 926105 1 0 0 1 -0.671798 10 7 3 -0.066567 16 8 8
"5582" 926106 1 1 0 1 0.735753 18 8 10 0.316151 19 10 9
"5583" 1629881 0 0 0 1 -0.031178 13 6 7 0.03931 14 8 6
"5584" 2331643 1 0 0 1 -0.617121 13 7 6 0.291991 18 8 10
"5585" 2331645 0 1 0 1 0.142933 16 6 10 0.264707 17 8 9
"5586" 3735753 1 0 0 1 1.075901 21 10 11 -0.093039 18 10 8
"5587" 3735754 0 1 0 1 0.627912 18 9 9 0.417826 20 10 10
"5588" 3735755 1 1 0 1 -0.596535 8 5 3 -0.70977 12 5 7
"5589" 3735756 0 1 0 1 0.322342 18 11 7 -0.371496 15 7 8
"5590" 3735757 1 0 0 1 -0.328326 14 8 6 -0.836419 11 7 4
"5591" 4437445 1 0 0 1 0.523671 17 9 8 0.102341 17 8 9
"5592" 5139894 0 1 0 1 0.900436 21 12 9 -0.226265 16 8 8
"5593" 5139895 1 0 0 1 -0.187464 14 7 7 -0.330265 14 8 6
"5594" 5139896 0 1 1 1 0.19918 18 11 7 -0.150029 15 8 7
"5595" 5139897 1 0 0 1 -0.434003 11 7 4 -0.474722 12 4 8
"5596" 692415 1 0 0 1 0.715218 19 10 9 0.081905 17 9 8
"5597" 692416 1 0 0 1 0.608262 18 8 10 1.131496 22 9 13
"5598" 692419 0 0 0 1 -0.495856 13 5 8 -0.182057 13 5 8
"5599" 692420 0 0 0 1 0.503218 15 7 8 -0.374892 13 6 7
"5600" 1395109 1 1 0 1 0.226538 14 6 8 -0.516377 12 7 5
"5601" 1395110 0 1 0 1 0.930485 18 10 8 0.375323 17 5 12
"5602" 1395112 1 1 0 1 0.703912 19 9 10 0.210655 17 8 9
"5603" 1395113 1 1 0 1 2.498794 26 13 13 1.336884 23 13 10
"5604" 2097980 0 0 0 1 1.985968 25 12 13 0.269695 18 10 8
"5605" 2097981 1 1 0 1 0.671498 19 11 8 -0.127955 15 10 5
"5606" 2097982 1 0 0 1 0.259479 16 9 7 0.170979 16 8 8
"5607" 2097983 1 0 0 1 -0.420394 10 8 2 1.198023 23 12 11
"5608" 2097984 0 1 0 1 -0.464939 12 6 6 0.918862 20 9 11
"5609" 2799996 1 0 0 1 -1.006531 7 5 2 0.118166 16 8 8
"5610" 3502428 1 0 0 1 0.482591 19 8 11 1.199827 22 12 10
"5611" 3502429 1 1 0 1 0.033235 13 5 8 -0.26811 15 8 7
"5612" 3502430 0 1 0 1 1.032471 20 9 11 -0.321307 17 8 9
"5613" 3502431 0 0 0 1 1.362041 22 11 11 0.039862 16 9 7
"5614" 3502432 0 0 0 1 0.924967 22 12 10 0.175405 16 10 6
"5615" 4203859 1 0 0 1 1.451168 22 11 11 0.470279 21 11 10
"5616" 4203860 0 1 0 1 1.277431 23 11 12 0.848465 21 11 10
"5617" 4203861 0 1 0 1 2.634996 26 13 13 1.572412 23 11 12
"5618" 4203862 1 1 0 1 0.217805 16 8 8 1.013715 21 11 10
"5619" 4203863 0 0 0 1 1.679486 24 11 13 0.334909 19 12 7
"5620" 4906289 1 0 1 1 0.103591 14 6 8 -0.501335 14 7 7
"5621" 4906290 0 1 0 1 0.692814 20 10 10 0.111829 18 9 9
"5622" 4906291 0 0 1 1 0.525031 18 10 8 -0.2659 14 9 5
"5623" 4906292 1 1 0 1 -0.33483 13 7 6 -0.1409 14 7 7
"5624" 5607208 1 0 0 1 1.263774 20 9 11 1.039484 21 10 11
"5625" 67891 1 0 1 1 -1.271749 6 3 3 0.428877 19 11 8
"5626" 67892 1 1 0 1 0.125857 14 6 8 -0.321603 15 9 6
"5627" 771180 0 1 0 1 0.909866 21 12 9 0.564165 21 11 10
"5628" 771181 1 1 0 1 0.415769 15 8 7 1.249723 22 11 11
"5629" 1473735 0 1 0 1 0.394615 17 8 9 -0.983022 9 4 5
"5630" 2176359 1 0 1 1 -0.057578 13 7 6 -0.751932 10 5 5
"5631" 2878585 0 1 0 1 -0.130702 14 7 7 0.932067 20 11 9
"5632" 2878586 1 1 0 1 0.047591 15 7 8 0.441225 20 11 9
